id,Time (Sec),Temperature (deg),K PID,Heater State,SETTINGS:
915,914.0,42.50,-15,0,
916,915.0,42.81,-15,0,
917,916.0,43.13,-15,0,
918,917.0,43.29,-15,0,
919,918.0,43.61,-15,0,
920,919.0,43.77,-15,0,
921,920.0,44.10,-15,0,
922,921.0,44.26,-15,0,
923,922.0,44.43,-15,0,
924,923.0,44.59,-15,0,
925,924.0,44.76,-15,0,
926,925.0,44.92,-15,0,
927,926.0,44.92,-15,0,
928,927.0,45.09,-15,0,
929,928.0,45.26,-15,0,
930,929.0,45.43,-15,0,
931,930.0,45.43,-15,0,
932,931.0,45.60,-15,0,
933,932.0,45.77,-15,0,
934,933.0,45.77,-15,0,
935,934.0,45.94,-15,0,
936,935.0,45.94,-15,0,
937,936.0,45.94,-15,0,
938,937.0,46.12,-15,0,
939,938.0,46.12,-15,0,
940,939.0,46.29,-15,0,
941,940.0,46.29,-15,0,
942,941.0,46.29,-15,0,
943,942.0,46.29,-15,0,
944,943.0,46.47,-15,0,
945,944.0,46.47,-15,0,
946,945.0,46.47,-15,0,
947,946.0,46.47,-15,0,
948,947.0,46.47,-15,0,
949,948.0,46.47,-15,0,
950,949.0,46.64,-15,0,
951,950.0,46.64,-15,0,
952,951.0,46.64,-15,0,
953,952.0,46.64,-15,0,
954,953.0,46.64,-15,0,
955,954.0,46.82,-15,0,
956,955.0,46.64,-15,0,
957,956.0,46.82,-15,0,
958,957.0,46.82,-15,0,
959,958.0,46.82,-15,0,
960,959.0,46.82,-15,0,
961,960.0,46.82,-15,0,
962,961.0,46.82,-15,0,
963,962.0,46.82,-15,0,
964,963.0,47.00,-15,0,
965,964.0,46.82,-15,0,
966,965.0,46.82,-15,0,
967,966.0,46.82,-15,0,
968,967.0,46.82,-15,0,
969,968.0,46.82,-15,0,
970,969.0,47.00,-15,0,
971,970.0,46.82,-15,0,
972,971.0,47.00,-15,0,
973,972.0,47.00,-15,0,
974,973.0,47.00,-15,0,
975,974.0,47.00,-15,0,
976,975.0,47.00,-15,0,
977,976.0,47.00,-15,0,
978,977.0,47.00,-15,0,
979,978.0,47.00,-15,0,
980,979.0,47.00,-15,0,
981,980.0,47.00,-15,0,
982,981.0,47.00,-15,0,
983,982.0,47.00,-15,0,
984,983.0,47.00,-15,0,
985,984.0,47.00,-15,0,
986,985.0,47.00,-15,0,
987,986.0,46.82,-15,0,
988,987.0,46.64,-15,0,
989,988.0,46.12,-15,0,
990,989.0,45.60,-15,0,
991,990.0,45.09,-15,0,
992,991.0,44.43,-15,0,
993,992.0,43.77,-15,0,
994,993.0,43.13,-15,0,
995,994.0,42.66,-15,0,
996,995.0,42.04,-15,0,
997,996.0,42.04,-15,0,
998,997.0,41.28,-15,0,
999,998.0,41.28,-15,0,
1000,999.0,40.98,-15,0,
1001,1000.0,40.68,-15,0,
1002,1001.0,40.39,-15,0,
1003,1002.0,39.80,-15,0,
1004,1003.0,39.80,-15,0,
1005,1004.0,39.37,-15,0,
1006,1005.0,39.23,-15,0,
1007,1006.0,38.81,-15,0,
1008,1007.0,38.53,-15,0,
1009,1008.0,38.25,-15,0,
1010,1009.0,37.98,-15,0,
1011,1010.0,37.57,-15,0,
1012,1011.0,37.30,-8,0,
1013,1012.0,37.16,-9,0,
1014,1013.0,36.90,-6,0,
1015,1014.0,36.76,-6,0,
1016,1015.0,36.50,-7,0,
1017,1016.0,36.37,-7,0,
1018,1017.0,36.24,-8,0,
1019,1018.0,36.11,-8,0,
1020,1019.0,35.98,-4,0,
1021,1020.0,35.72,-4,0,
1022,1021.0,35.59,-4,0,
1023,1022.0,35.33,-4,0,
1024,1023.0,35.20,-4,0,
1025,1024.0,35.08,-4,0,
1026,1025.0,34.95,0,0,
1027,1026.0,34.82,0,0,
1028,1027.0,34.82,0,0,
1029,1028.0,34.70,0,0,
1030,1029.0,34.57,1,0,
1031,1030.0,34.32,1,0,
1032,1031.0,34.32,2,0,
1033,1032.0,34.20,2,0,
1034,1033.0,34.08,3,0,
1035,1034.0,33.95,8,0,
1036,1035.0,33.95,9,0,
1037,1036.0,33.83,10,0,
1038,1037.0,33.71,11,0,
1039,1038.0,33.71,12,10,
1040,1039.0,33.59,13,10,
1041,1040.0,33.46,14,10,
1042,1041.0,33.46,15,10,
1043,1042.0,33.34,15,10,
1044,1043.0,33.34,15,10,
1045,1044.0,33.22,15,10,
1046,1045.0,33.10,15,10,
1047,1046.0,33.10,15,10,
1048,1047.0,32.98,15,10,
1049,1048.0,32.98,15,10,
1050,1049.0,32.74,15,10,
1051,1050.0,32.74,15,10,
1052,1051.0,32.62,15,10,
1053,1052.0,32.62,15,10,
1054,1053.0,32.62,15,10,
1055,1054.0,32.62,15,10,
1056,1055.0,32.74,15,10,
1057,1056.0,32.38,13,10,
1058,1057.0,32.38,14,10,
1059,1058.0,32.38,15,10,
1060,1059.0,32.38,15,10,
1061,1060.0,32.26,15,10,
1062,1061.0,32.38,15,10,
1063,1062.0,32.38,15,10,
1064,1063.0,32.26,15,10,
1065,1064.0,32.26,15,10,
1066,1065.0,32.03,15,10,
1067,1066.0,32.03,15,10,
1068,1067.0,32.26,15,10,
1069,1068.0,32.15,15,10,
1070,1069.0,32.15,15,10,
1071,1070.0,32.15,15,10,
1072,1071.0,32.03,15,10,
1073,1072.0,31.91,15,10,
1074,1073.0,32.03,13,10,
1075,1074.0,32.03,14,10,
1076,1075.0,31.91,15,10,
1077,1076.0,31.91,15,10,
1078,1077.0,31.80,15,10,
1079,1078.0,31.80,15,10,
1080,1079.0,31.91,15,10,
1081,1080.0,31.91,15,10,
1082,1081.0,32.03,15,10,
1083,1082.0,31.45,15,10,
1084,1083.0,32.03,15,10,
1085,1084.0,31.91,15,10,
1086,1085.0,31.80,15,10,
1087,1086.0,31.80,15,10,
1088,1087.0,31.80,15,10,
1089,1088.0,31.80,15,10,
1090,1089.0,31.80,15,10,
1091,1090.0,31.68,15,10,
1092,1091.0,31.68,15,10,
1093,1092.0,31.68,15,10,
1094,1093.0,31.68,15,10,
1095,1094.0,31.68,15,10,
1096,1095.0,31.56,15,10,
1097,1096.0,31.91,15,10,
1098,1097.0,31.68,15,10,
1099,1098.0,31.80,15,10,
1100,1099.0,31.80,15,10,
1101,1100.0,31.80,15,10,
1102,1101.0,31.80,15,10,
1103,1102.0,31.56,15,10,
1104,1103.0,31.56,15,10,
1105,1104.0,31.45,15,10,
1106,1105.0,31.68,15,10,
1107,1106.0,31.68,15,10,
1108,1107.0,31.68,15,10,
1109,1108.0,31.56,15,10,
1110,1109.0,31.68,15,10,
1111,1110.0,31.33,15,10,
1112,1111.0,31.56,15,10,
1113,1112.0,31.33,15,10,
1114,1113.0,32.15,13,10,
1115,1114.0,31.45,15,10,
1116,1115.0,34.08,7,0,
1117,1116.0,32.50,15,10,
1118,1117.0,33.34,14,10,
1119,1118.0,34.20,10,0,
1120,1119.0,35.20,6,0,
1121,1120.0,35.98,6,0,
1122,1121.0,36.63,2,0,
1123,1122.0,37.30,-2,0,
1124,1123.0,38.11,-7,0,
1125,1124.0,38.67,-9,0,
1126,1125.0,39.23,-15,0,
1127,1126.0,39.80,-15,0,
1128,1127.0,40.24,-15,0,
1129,1128.0,40.68,-15,0,
1130,1129.0,41.28,-15,0,
1131,1130.0,41.58,-15,0,
1132,1131.0,42.04,-15,0,
1133,1132.0,42.50,-15,0,
1134,1133.0,42.81,-15,0,
1135,1134.0,43.13,-15,0,
1136,1135.0,43.29,-15,0,
1137,1136.0,43.77,-15,0,
1138,1137.0,43.77,-15,0,
1139,1138.0,44.43,-15,0,
1140,1139.0,44.26,-15,0,
1141,1140.0,44.59,-15,0,
1142,1141.0,44.92,-15,0,
1143,1142.0,45.09,-15,0,
1144,1143.0,45.26,-15,0,
1145,1144.0,45.43,-15,0,
1146,1145.0,45.60,-15,0,
1147,1146.0,45.77,-15,0,
1148,1147.0,45.94,-15,0,
1149,1148.0,46.29,-15,0,
1150,1149.0,46.12,-15,0,
1151,1150.0,46.47,-15,0,
1152,1151.0,46.47,-15,0,
1153,1152.0,46.47,-15,0,
1154,1153.0,46.47,-15,0,
1155,1154.0,46.64,-15,0,
1156,1155.0,47.00,-15,0,
1157,1156.0,47.00,-15,0,
1158,1157.0,47.00,-15,0,
1159,1158.0,47.36,-15,0,
1160,1159.0,47.18,-15,0,
1161,1160.0,47.36,-15,0,
1162,1161.0,47.36,-15,0,
1163,1162.0,47.54,-15,0,
1164,1163.0,47.36,-15,0,
1165,1164.0,47.54,-15,0,
1166,1165.0,47.54,-15,0,
1167,1166.0,47.54,-15,0,
1168,1167.0,47.72,-15,0,
1169,1168.0,47.72,-15,0,
1170,1169.0,47.72,-15,0,
1171,1170.0,47.72,-15,0,
1172,1171.0,47.72,-15,0,
1173,1172.0,47.72,-15,0,
1174,1173.0,47.90,-15,0,
1175,1174.0,47.72,-15,0,
1176,1175.0,47.72,-15,0,
1177,1176.0,47.90,-15,0,
1178,1177.0,47.90,-15,0,
1179,1178.0,47.90,-15,0,
1180,1179.0,47.90,-15,0,
1181,1180.0,48.27,-15,0,
1182,1181.0,47.90,-15,0,
1183,1182.0,48.27,-15,0,
1184,1183.0,48.27,-15,0,
1185,1184.0,48.46,-15,0,
1186,1185.0,48.09,-15,0,
1187,1186.0,47.90,-15,0,
1188,1187.0,48.27,-15,0,
1189,1188.0,48.09,-15,0,
1190,1189.0,48.09,-15,0,
1191,1190.0,48.09,-15,0,
1192,1191.0,48.09,-15,0,
1193,1192.0,48.27,-15,0,
1194,1193.0,48.27,-15,0,
1195,1194.0,48.27,-15,0,
1196,1195.0,48.27,-15,0,
1197,1196.0,48.27,-15,0,
1198,1197.0,48.09,-15,0,
1199,1198.0,47.72,-15,0,
1200,1199.0,48.83,-15,0,
1201,1200.0,47.00,-15,0,
1202,1201.0,46.82,-15,0,
1203,1202.0,46.12,-15,0,
1204,1203.0,45.94,-15,0,
1205,1204.0,44.59,-15,0,
1206,1205.0,44.76,-15,0,
1207,1206.0,44.43,-15,0,
1208,1207.0,43.45,-15,0,
1209,1208.0,42.81,-15,0,
1210,1209.0,42.66,-15,0,
1211,1210.0,42.35,-15,0,
1212,1211.0,41.43,-15,0,
1213,1212.0,41.43,-15,0,
1214,1213.0,40.53,-15,0,
1215,1214.0,40.53,-15,0,
1216,1215.0,39.80,-15,0,
1217,1216.0,40.09,-15,0,
1218,1217.0,39.09,-15,0,
1219,1218.0,38.81,-15,0,
1220,1219.0,38.81,-13,0,
1221,1220.0,38.53,-14,0,
1222,1221.0,38.53,-15,0,
1223,1222.0,38.25,-15,0,
1224,1223.0,37.98,-14,0,
1225,1224.0,37.70,-15,0,
1226,1225.0,37.03,-15,0,
1227,1226.0,36.76,-13,0,
1228,1227.0,36.90,-13,0,
1229,1228.0,36.50,-14,0,
1230,1229.0,36.50,-14,0,
1231,1230.0,36.37,-15,0,
1232,1231.0,35.98,-11,0,
1233,1232.0,35.85,-11,0,
1234,1233.0,35.85,-11,0,
1235,1234.0,35.46,-11,0,
1236,1235.0,35.33,-11,0,
1237,1236.0,35.46,-11,0,
1238,1237.0,34.95,-6,0,
1239,1238.0,34.95,-6,0,
1240,1239.0,35.33,-10,0,
1241,1240.0,34.45,-5,0,
1242,1241.0,34.95,-5,0,
1243,1242.0,34.20,-4,0,
1244,1243.0,34.45,-4,0,
1245,1244.0,34.32,-3,0,
1246,1245.0,34.20,-3,0,
1247,1246.0,34.08,-2,0,
1248,1247.0,33.95,1,0,
1249,1248.0,33.95,2,0,
1250,1249.0,33.83,3,0,
1251,1250.0,33.83,4,0,
1252,1251.0,33.71,5,0,
1253,1252.0,33.59,6,0,
1254,1253.0,33.46,7,0,
1255,1254.0,33.22,8,0,
1256,1255.0,33.46,9,0,
1257,1256.0,33.10,10,0,
1258,1257.0,33.10,11,0,
1259,1258.0,33.10,12,10,
1260,1259.0,32.98,15,10,
1261,1260.0,33.10,15,10,
1262,1261.0,33.10,15,10,
1263,1262.0,32.86,15,10,
1264,1263.0,33.10,15,10,
1265,1264.0,32.74,15,10,
1266,1265.0,32.74,15,10,
1267,1266.0,32.74,15,10,
1268,1267.0,32.62,15,10,
1269,1268.0,32.62,15,10,
1270,1269.0,32.62,15,10,
1271,1270.0,32.50,15,10,
1272,1271.0,32.38,15,10,
1273,1272.0,32.50,15,10,
1274,1273.0,32.38,15,10,
1275,1274.0,32.38,13,10,
1276,1275.0,32.38,14,10,
1277,1276.0,32.26,15,10,
1278,1277.0,32.26,15,10,
1279,1278.0,32.15,15,10,
1280,1279.0,32.15,15,10,
1281,1280.0,32.15,15,10,
1282,1281.0,32.15,15,10,
1283,1282.0,32.03,15,10,
1284,1283.0,32.03,15,10,
1285,1284.0,32.03,15,10,
1286,1285.0,32.03,15,10,
1287,1286.0,32.03,15,10,
1288,1287.0,32.03,15,10,
1289,1288.0,32.03,15,10,
1290,1289.0,32.03,15,10,
1291,1290.0,32.03,15,10,
1292,1291.0,32.03,13,10,
1293,1292.0,31.91,15,10,
1294,1293.0,32.15,15,10,
1295,1294.0,32.26,15,10,
1296,1295.0,32.15,15,10,
1297,1296.0,31.91,15,10,
1298,1297.0,32.03,15,10,
1299,1298.0,31.80,15,10,
1300,1299.0,31.56,15,10,
1301,1300.0,32.03,15,10,
1302,1301.0,32.15,15,10,
1303,1302.0,31.68,15,10,
1304,1303.0,31.45,15,10,
1305,1304.0,31.68,15,10,
1306,1305.0,31.91,15,10,
1307,1306.0,31.91,15,10,
1308,1307.0,31.80,15,10,
1309,1308.0,31.80,15,10,
1310,1309.0,31.80,15,10,
1311,1310.0,31.80,15,10,
1312,1311.0,31.80,15,10,
1313,1312.0,31.68,15,10,
1314,1313.0,31.68,15,10,
1315,1314.0,31.68,15,10,
1316,1315.0,31.80,15,10,
1317,1316.0,31.91,15,10,
1318,1317.0,31.91,15,10,
1319,1318.0,31.68,15,10,
1320,1319.0,31.56,15,10,
1321,1320.0,31.68,15,10,
1322,1321.0,31.80,15,10,
1323,1322.0,31.91,15,10,
1324,1323.0,31.91,15,10,
1325,1324.0,31.80,15,10,
1326,1325.0,31.68,15,10,
1327,1326.0,31.56,15,10,
1328,1327.0,31.56,15,10,
1329,1328.0,31.56,15,10,
1330,1329.0,31.56,15,10,
1331,1330.0,31.68,15,10,
1332,1331.0,31.68,15,10,
1333,1332.0,31.68,15,10,
1334,1333.0,31.68,15,10,
1335,1334.0,31.68,15,10,
1336,1335.0,31.68,15,10,
1337,1336.0,31.56,15,10,
1338,1337.0,31.56,15,10,
1339,1338.0,31.56,15,10,
1340,1339.0,31.91,15,10,
1341,1340.0,31.56,15,10,
1342,1341.0,31.45,15,10,
1343,1342.0,31.45,15,10,
1344,1343.0,31.56,15,10,
1345,1344.0,31.80,15,10,
1346,1345.0,31.80,15,10,
1347,1346.0,31.68,15,10,
1348,1347.0,31.68,15,10,
1349,1348.0,31.68,15,10,
1350,1349.0,31.68,15,10,
1351,1350.0,31.80,15,10,
1352,1351.0,31.68,15,10,
1353,1352.0,31.80,15,10,
1354,1353.0,31.56,15,10,
1355,1354.0,31.45,15,10,
1356,1355.0,31.56,15,10,
1357,1356.0,31.33,15,10,
1358,1357.0,31.33,15,10,
1359,1358.0,31.68,15,10,
1360,1359.0,31.68,15,10,
1361,1360.0,31.45,15,10,
1362,1361.0,31.45,15,10,
1363,1362.0,31.56,15,10,
1364,1363.0,31.68,15,10,
1365,1364.0,31.91,15,10,
1366,1365.0,31.80,15,10,
1367,1366.0,31.56,15,10,
1368,1367.0,31.56,15,10,
1369,1368.0,31.68,15,10,
1370,1369.0,31.45,15,10,
1371,1370.0,31.56,15,10,
1372,1371.0,31.45,15,10,
1373,1372.0,31.68,15,10,
1374,1373.0,31.68,15,10,
1375,1374.0,31.68,15,10,
1376,1375.0,31.56,15,10,
1377,1376.0,31.68,15,10,
1378,1377.0,31.68,15,10,
1379,1378.0,31.56,15,10,
1380,1379.0,31.56,15,10,
1381,1380.0,31.56,15,10,
1382,1381.0,31.56,15,10,
1383,1382.0,31.45,15,10,
1384,1383.0,31.56,15,10,
1385,1384.0,31.10,15,10,
1386,1385.0,31.91,15,10,
1387,1386.0,31.68,15,10,
1388,1387.0,31.68,15,10,
1389,1388.0,31.45,15,10,
1390,1389.0,31.45,15,10,
1391,1390.0,31.56,15,10,
1392,1391.0,31.80,15,10,
1393,1392.0,31.33,15,10,
1394,1393.0,31.91,15,10,
1395,1394.0,31.56,15,10,
1396,1395.0,31.80,15,10,
1397,1396.0,31.10,15,10,
1398,1397.0,31.33,15,10,
1399,1398.0,31.56,15,10,
1400,1399.0,31.45,15,10,
1401,1400.0,31.56,15,10,
1402,1401.0,31.45,15,10,
1403,1402.0,31.45,15,10,
1404,1403.0,31.56,15,10,
1405,1404.0,31.45,15,10,
1406,1405.0,31.56,15,10,
1407,1406.0,31.68,15,10,
1408,1407.0,31.80,15,10,
1409,1408.0,31.45,15,10,
1410,1409.0,31.56,15,10,
1411,1410.0,31.45,15,10,
1412,1411.0,31.91,15,10,
1413,1412.0,31.80,15,10,
1414,1413.0,31.45,15,10,
1415,1414.0,31.56,15,10,
1416,1415.0,31.45,15,10,
1417,1416.0,31.45,15,10,
1418,1417.0,31.56,15,10,
1419,1418.0,31.56,15,10,
1420,1419.0,31.56,15,10,
1421,1420.0,31.56,15,10,
1422,1421.0,31.33,15,10,
1423,1422.0,31.33,15,10,
1424,1423.0,31.45,15,10,
1425,1424.0,31.33,15,10,
1426,1425.0,31.56,15,10,
1427,1426.0,31.80,15,10,
1428,1427.0,31.45,15,10,
1429,1428.0,31.45,15,10,
1430,1429.0,31.45,15,10,
1431,1430.0,31.45,15,10,
1432,1431.0,31.45,15,10,
1433,1432.0,31.45,15,10,
1434,1433.0,31.45,15,10,
1435,1434.0,31.45,15,10,
1436,1435.0,31.80,15,10,
1437,1436.0,31.33,15,10,
1438,1437.0,31.45,15,10,
1439,1438.0,31.56,15,10,
1440,1439.0,31.45,15,10,
1441,1440.0,31.68,15,10,
1442,1441.0,31.33,15,10,
1443,1442.0,31.56,15,10,
1444,1443.0,31.56,15,10,
1445,1444.0,31.56,15,10,
1446,1445.0,31.45,15,10,
1447,1446.0,31.33,15,10,
1448,1447.0,31.33,15,10,
1449,1448.0,31.80,15,10,
1450,1449.0,31.56,15,10,
1451,1450.0,31.56,15,10,
1452,1451.0,31.56,15,10,
1453,1452.0,31.45,15,10,
1454,1453.0,31.45,15,10,
1455,1454.0,31.45,15,10,
1456,1455.0,31.45,15,10,
1457,1456.0,31.68,15,10,
1458,1457.0,31.56,15,10,
1459,1458.0,31.56,15,10,
1460,1459.0,31.22,15,10,
1461,1460.0,31.68,15,10,
1462,1461.0,31.33,15,10,
1463,1462.0,31.33,15,10,
1464,1463.0,31.56,15,10,
1465,1464.0,31.56,15,10,
1466,1465.0,31.56,15,10,
1467,1466.0,31.68,15,10,
1468,1467.0,31.45,15,10,
1469,1468.0,31.68,15,10,
1470,1469.0,31.68,15,10,
1471,1470.0,31.56,15,10,
1472,1471.0,31.33,15,10,
1473,1472.0,31.68,15,10,
1474,1473.0,31.68,15,10,
1475,1474.0,31.56,15,10,
1476,1475.0,31.56,15,10,
1477,1476.0,31.56,15,10,
1478,1477.0,31.68,15,10,
1479,1478.0,31.56,15,10,
1480,1479.0,31.56,15,10,
1481,1480.0,31.68,15,10,
1482,1481.0,31.68,15,10,
1483,1482.0,31.68,15,10,
1484,1483.0,31.68,15,10,
1485,1484.0,31.33,15,10,
1486,1485.0,31.33,15,10,
1487,1486.0,33.22,15,10,
1488,1487.0,33.95,15,10,
1489,1488.0,35.20,15,10,
1490,1489.0,35.85,15,10,
1491,1490.0,37.03,14,10,
1492,1491.0,37.57,13,10,
1493,1492.0,38.39,8,0,
1494,1493.0,39.23,2,0,
1495,1494.0,39.66,0,0,
1496,1495.0,40.39,-5,0,
1497,1496.0,40.68,-8,0,
1498,1497.0,41.28,-15,0,
1499,1498.0,41.88,-15,0,
1500,1499.0,42.19,-15,0,
1501,1500.0,42.81,-15,0,
1502,1501.0,43.13,-15,0,
1503,1502.0,43.61,-15,0,
1504,1503.0,43.93,-15,0,
1505,1504.0,44.26,-15,0,
1506,1505.0,44.59,-15,0,
1507,1506.0,44.92,-15,0,
1508,1507.0,44.92,-15,0,
1509,1508.0,45.43,-15,0,
1510,1509.0,45.60,-15,0,
1511,1510.0,45.77,-15,0,
1512,1511.0,46.12,-15,0,
1513,1512.0,46.47,-15,0,
1514,1513.0,46.64,-15,0,
1515,1514.0,46.82,-15,0,
1516,1515.0,47.00,-15,0,
1517,1516.0,47.18,-15,0,
1518,1517.0,47.36,-15,0,
1519,1518.0,47.36,-15,0,
1520,1519.0,47.54,-15,0,
1521,1520.0,47.72,-15,0,
1522,1521.0,47.90,-15,0,
1523,1522.0,47.90,-15,0,
1524,1523.0,48.09,-15,0,
1525,1524.0,48.09,-15,0,
1526,1525.0,48.27,-15,0,
1527,1526.0,48.46,-15,0,
1528,1527.0,48.46,-15,0,
1529,1528.0,48.46,-15,0,
1530,1529.0,48.46,-15,0,
1531,1530.0,48.46,-15,0,
1532,1531.0,48.64,-15,0,
1533,1532.0,48.83,-15,0,
1534,1533.0,49.02,-15,0,
1535,1534.0,48.64,-15,0,
1536,1535.0,49.02,-15,0,
1537,1536.0,49.02,-15,0,
1538,1537.0,49.02,-15,0,
1539,1538.0,49.21,-15,0,
1540,1539.0,49.21,-15,0,
1541,1540.0,49.21,-15,0,
1542,1541.0,49.21,-15,0,
1543,1542.0,49.40,-15,0,
1544,1543.0,49.60,-15,0,
1545,1544.0,49.60,-15,0,
1546,1545.0,49.40,-15,0,
1547,1546.0,49.60,-15,0,
1548,1547.0,49.79,-15,0,
1549,1548.0,49.60,-15,0,
1550,1549.0,49.60,-15,0,
1551,1550.0,49.60,-15,0,
1552,1551.0,49.79,-15,0,
1553,1552.0,49.60,-15,0,
1554,1553.0,49.79,-15,0,
1555,1554.0,49.60,-15,0,
1556,1555.0,49.79,-15,0,
1557,1556.0,49.79,-15,0,
1558,1557.0,49.79,-15,0,
1559,1558.0,49.79,-15,0,
1560,1559.0,49.99,-15,0,
1561,1560.0,49.60,-15,0,
1562,1561.0,50.18,-15,0,
1563,1562.0,49.99,-15,0,
1564,1563.0,49.79,-15,0,
1565,1564.0,49.99,-15,0,
1566,1565.0,49.79,-15,0,
1567,1566.0,49.99,-15,0,
1568,1567.0,50.18,-15,0,
1569,1568.0,50.18,-15,0,
1570,1569.0,49.99,-15,0,
1571,1570.0,49.99,-15,0,
1572,1571.0,49.99,-15,0,
1573,1572.0,49.99,-15,0,
1574,1573.0,49.99,-15,0,
1575,1574.0,49.99,-15,0,
1576,1575.0,49.99,-15,0,
1577,1576.0,49.99,-15,0,
1578,1577.0,49.99,-15,0,
1579,1578.0,49.99,-15,0,
1580,1579.0,50.18,-15,0,
1581,1580.0,49.99,-15,0,
1582,1581.0,49.99,-15,0,
1583,1582.0,50.18,-15,0,
1584,1583.0,49.99,-15,0,
1585,1584.0,49.99,-15,0,
1586,1585.0,49.99,-15,0,
1587,1586.0,50.18,-15,0,
1588,1587.0,50.18,-15,0,
1589,1588.0,49.79,-15,0,
1590,1589.0,49.99,-15,0,
1591,1590.0,49.99,-15,0,
1592,1591.0,50.18,-15,0,
1593,1592.0,50.18,-15,0,
1594,1593.0,50.18,-15,0,
1595,1594.0,49.60,-15,0,
1596,1595.0,50.38,-15,0,
1597,1596.0,50.18,-15,0,
